date,powerusage,weekday,day_name,weekday_status,hour,month,season,날짜,MEF,min_cutoff,max_cutoff,변화율_100이상_주중,변화율_100미만_주중,변화율_100이상_주말,변화율_100미만_주말,최대제한,최소제한,optimized_powerusage,MEF_CO2
2021-01-01 13:00:00,95.20184295991197,4,Friday,O,13,1,겨울,2021-01-01,0.638231452756955,87.38683157842138,118.89946086467052,101.71940395834068,97.85726915664814,118.70680356006557,85.41561637428202,96.83874721617798,93.16192370737053,95.6577775299981,0.29099178302818757
2021-01-01 14:00:00,92.90813660810002,4,Friday,O,14,1,겨울,2021-01-01,0.7203543857278651,85.80901742292804,116.70423490524928,101.61476602587356,98.26892148547631,117.55623517419093,86.29207400685667,94.40838563331981,91.29982381703289,85.80901742292795,-5.11388163984353
2021-01-01 15:00:00,91.73942032911107,4,Friday,O,15,1,겨울,2021-01-01,0.7256517128550102,84.53550606604105,115.63088897822632,101.34562035684928,98.28607695398168,117.40029537967358,88.39935457508497,92.9738846443151,90.16707726180682,84.53550606604097,-5.227532724257459
2021-01-01 16:00:00,91.82742992148357,4,Friday,O,16,1,겨울,2021-01-01,0.7804212390864246,84.54929940404796,115.81111511493087,101.32027463867928,98.33602943638839,115.35847413944451,89.70903157118224,93.0398041900879,90.299448518269,84.54929940404786,-5.6800076366499
2021-01-01 17:00:00,92.21930187301334,4,Friday,O,17,1,겨울,2021-01-01,0.7413976518972678,84.90402323608056,116.29200958905368,101.55467170444342,98.3762361530665,113.17273951417127,91.16388576594143,93.65300926526834,90.72187818930487,88.9887468598955,-2.3951259010505113
2021-01-01 18:00:00,91.28922318159644,4,Friday,O,18,1,겨울,2021-01-01,0.7297317732712448,83.98005358033076,115.44772277119091,101.88084584361275,98.249374051472,112.43122413554042,92.97076308940294,93.00623274147387,89.69109035236977,96.9901246493651,4.160128937319466
2021-01-01 19:00:00,87.78752427051026,4,Friday,O,19,1,겨울,2021-01-01,0.6281903357692102,80.53350807225371,112.02855206727783,102.26014565503212,98.00692955589729,111.98182144022788,94.40158260058766,89.77165018597047,86.03785707066523,102.96876134557395,9.536706415576244
2021-01-01 20:00:00,81.83058763189658,4,Friday,O,20,1,겨울,2021-01-01,0.502720426033709,74.68605684330751,106.27855825459028,102.50252672422137,97.48099046557999,111.82019359937571,95.57957911525531,83.87841995597216,79.76926732737718,106.27855825459093,12.29049420710051
2021-01-01 21:00:00,74.99297587085657,4,Friday,O,21,1,겨울,2021-01-01,0.5342467934194971,68.01695791839202,99.9610511224893,102.92958503721881,97.0470187233377,109.19443767163979,96.22474187109088,77.18995887093429,72.77844733457829,97.44988364117391,11.997530966409428
2021-01-01 22:00:00,69.29754840066707,4,Friday,O,22,1,겨울,2021-01-01,0.525294992569539,62.55308767890089,94.76527825817321,103.25370682358084,96.50311482102515,105.7304319283323,94.10965612753351,71.5522874615538,66.87429270125122,80.30395221790252,5.781608811392043
2021-01-01 23:00:00,65.83033482430774,4,Friday,O,23,1,겨울,2021-01-01,0.6194704211862325,59.38373566313476,91.78152242567995,103.6841941691284,96.2841537197241,105.42160630214649,88.40751341352696,68.25565218142259,63.38418077644554,68.25565218142262,1.5024123647222336
2021-01-02 00:00:00,64.09490699497692,5,Saturday,X,0,1,겨울,2021-01-02,0.0849199718056551,39.81604060504983,88.69871985733602,114.97115571274934,90.43008403577207,137.47436920240474,74.42677279441497,73.69065532513679,57.96107825820758,73.69065532514131,0.8148706776517214
2021-01-02 01:00:00,62.65476320771624,5,Saturday,X,1,1,겨울,2021-01-02,0.5767849412865973,38.08190570782872,87.32103274553737,114.3538575532552,90.71405824418466,139.5347112644068,73.39657226908338,71.64813866888117,56.836678389003694,79.40397090151849,9.660690776266753
2021-01-02 02:00:00,60.53816128267647,5,Saturday,X,2,1,겨울,2021-01-02,0.5958543006200674,35.784511286782006,85.26349464453537,113.79583701942057,90.98737951149185,142.01943668963125,72.21576692739015,68.88990734778848,55.08208655554787,84.6619446760083,14.374260082143737
2021-01-02 03:00:00,58.23079116507742,5,Saturday,X,3,1,겨울,2021-01-02,0.677637046122922,33.415961928359714,83.01179154744725,113.1774502275603,91.3115547998894,144.58382751814915,71.05621026484334,65.90412468797008,53.171440785108814,72.9689187833294,9.987101264614926
2021-01-02 04:00:00,57.4314814745014,5,Saturday,X,4,1,겨울,2021-01-02,0.8080863652749399,32.68044341978663,82.26475168774375,112.13515331716246,91.88905262697898,145.39231408943888,70.69886604944124,64.4008798037499,52.77324423655828,64.67041310708008,5.84968195144429
2021-01-02 05:00:00,59.78258582630671,5,Saturday,X,5,1,겨울,2021-01-02,0.7793588454609202,35.22453168508012,84.66473182841456,110.49370500596683,92.84123661098967,142.67206333046497,71.89866440550684,66.05599402785828,55.50289195916938,62.46857566452722,2.093349939235304
2021-01-02 06:00:00,65.60196497801384,5,Saturday,X,6,1,겨울,2021-01-02,0.6085298255309293,41.36910956825753,90.52959936585893,108.55917688499247,94.02383324831574,137.24517937440098,74.4578213638608,71.21695320051285,61.681482158546224,74.79627302462025,5.595010671479017
2021-01-02 07:00:00,73.56415393218776,5,Saturday,X,7,1,겨울,2021-01-02,0.6828092991827373,49.79048146908525,98.5338993886372,106.55661093661237,95.02172359992812,131.53943608302407,77.40664910904023,78.38746929433195,69.9019270180691,76.39475884103344,1.932763354072129
2021-01-02 08:00:00,81.45120499952806,5,Saturday,X,8,1,겨울,2021-01-02,0.6651800136402692,58.27117755807263,106.45969769143508,105.04562247727192,95.86269950699707,127.01544026959057,79.9584364371157,85.56092530699307,78.08132389352576,76.945812339325,-2.9968971511686386
2021-01-02 09:00:00,87.29415931748728,5,Saturday,X,9,1,겨울,2021-01-02,0.6729812644738195,64.84140062926895,112.33805223338996,103.85224748010438,96.38950142545819,123.88520189377424,81.85439244201781,90.6569463700735,84.14240493967117,74.77098819713636,-8.427859535795783
2021-01-02 10:00:00,90.10810243656158,5,Saturday,X,10,1,겨울,2021-01-02,0.823536001053611,68.51407160736682,115.1840686668705,103.21129107626308,96.98882354226753,121.850765418841,83.16148070794287,93.00173588909688,87.39478846948238,69.70414579524953,-16.803392858057393
2021-01-02 11:00:00,89.94816511634019,5,Saturday,X,11,1,겨울,2021-01-02,0.6959528303428519,69.34083506125938,115.05290106509958,102.79657383614041,97.5536835322901,120.53590387102349,84.05714028615733,92.46363196807214,87.74774834069628,76.55083937171001,-9.32390677100053
2021-01-02 12:00:00,87.5790971311532,5,Saturday,X,12,1,겨울,2021-01-02,0.7534836529953376,68.08165258760361,112.7093256565383,102.22362975329794,97.81998437085403,119.59638711182936,84.7396942215304,89.52653199263122,85.66985912582913,68.08165258759368,-14.691005738755242
2021-01-02 13:00:00,84.14218241104315,5,Saturday,X,13,1,겨울,2021-01-02,0.6741566968388665,65.87175225401388,109.29465589058447,101.71940395834068,97.85726915664814,118.70680356006557,85.41561637428202,85.58892642605286,82.33924191625236,72.2180520756131,-8.038732319609647
2021-01-02 14:00:00,80.8817033098501,5,Saturday,X,14,1,겨울,2021-01-02,0.864698071926351,63.948141586042446,106.053206622766,101.61476602587356,98.26892148547631,117.55623517419093,86.29207400685667,82.18775357604541,79.48157752167249,63.94814158603438,-14.642418173429304
2021-01-02 15:00:00,78.75120636772172,5,Saturday,X,15,1,겨울,2021-01-02,0.8023327171840147,63.25593599915599,103.9385597937075,101.34562035684928,98.28607695398168,117.40029537967358,88.39935457508497,79.81089863187017,77.4014712927679,63.25593599914895,-12.432362378317938
2021-01-02 16:00:00,77.89314033023467,5,Saturday,X,16,1,겨울,2021-01-02,0.8493029794756386,63.92807277643388,103.09320235761298,101.32027463867928,98.33602943638839,115.35847413944451,89.70903157118224,78.92154370728562,76.59702140406688,63.92807277642972,-11.860573482025112
2021-01-02 17:00:00,77.36558162361229,5,Saturday,X,17,1,겨울,2021-01-02,0.7512241652770246,65.01212500111458,102.57525166371693,101.55467170444342,98.3762361530665,113.17273951417127,91.16388576594143,78.56836243009266,76.10934727923825,69.88790468233186,-5.617411618424639
